[	0,1992	0,0693	0,0000	]
[	0,2043	0,0744	0,0000	]
[	0,2094	0,0795	0,0000	]
[	0,2145	0,0846	0,0000	]
[	0,2196	0,0896	0,0000	]
[	0,2247	0,0947	0,0000	]
[	0,2297	0,0998	0,0000	]
[	0,2348	0,1049	0,0000	]
[	0,2378	0,1020	0,0000	]
[	0,2396	0,0950	0,0000	]
[	0,2415	0,0881	0,0000	]
[	0,2434	0,0811	0,0000	]
[	0,2452	0,0742	0,0000	]
[	0,2471	0,0672	0,0000	]
[	0,2490	0,0602	0,0000	]
[	0,2508	0,0533	0,0000	]
[	0,2497	0,0493	0,0000	]
[	0,2428	0,0511	0,0000	]
[	0,2358	0,0530	0,0000	]
[	0,2289	0,0549	0,0000	]
[	0,2219	0,0567	0,0000	]
[	0,2150	0,0586	0,0000	]
[	0,2080	0,0605	0,0000	]
[	0,2011	0,0623	0,0000	]
[	0,1941	0,0642	0,0000	]
